GNH Domain,GNH Sub-domain,Variable (concept),Raw survey variable,Reference question (latest available wording),2013 column,2013 answers,2014 column,2014 answers,2015 column,2015 answers,2016 column,2016 answers,2017 column,2017 answers
Good Governance,local_governance,municipal_police_satisfaction (belediye only),MEMNUNIYET_ZABITA,B18.5 Belediyenin zabıta hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_5,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ZABITA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ZABITA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ZABITA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_public_transport_satisfaction (belediye only),MEMNUNIYET_TASIMA,B18.4 Belediyenin toplu taşıma hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TASIMA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TASIMA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_TASIMA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_road_satisfaction (belediye),MEMNUNIYET_YOL,B18.6 Belediyenin yol/kaldırım yapımı hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_road_satisfaction (il ozel idare),MEMNUNIYET_IL_YOL,"B19.3 İl özel idarenin, yol yapımı hizmetlerinden memnun musunuz?",b19_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_YOL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_sewage_satisfaction (belediye),MEMNUNIYET_KAN,B18.2 Belediyenin kanalizasyon hizmetinden memnuniyet durumunuzu söyler misiniz?,b18_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_sewage_satisfaction (il ozel idare),MEMNUNIYET_IL_KANAL,"B19.1 İl özel idarenin, kanalizasyon hizmetinden memnun musunuz?",b19_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KANAL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KANAL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KANAL,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_social_assistance_satisfaction (belediye),MEMNUNIYET_YARDIM,B18.12 Belediyenin hasta ve yoksullara yardımlarından memnuniyet durumunuzu söyler misiniz?,b18_12,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_12,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YARDIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YARDIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_YARDIM,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_social_assistance_satisfaction (il ozel idare),MEMNUNIYET_IL_HASTA,"B19.6 İl özel idarenin, hasta ve yoksullara yardımlarından memnun musunuz?",b19_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_6,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_HASTA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_HASTA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_HASTA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_street_lighting_satisfaction (belediye),MEMNUNIYET_ISIK,B18.15 Belediyenin ışıklandırma hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_15,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_15,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_street_lighting_satisfaction (il ozel idare),MEMNUNIYET_IL_ISIK,"B19.9 İl özel idarenin, ışıklandırma hizmetlerinden memnun musunuz?",b19_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_9,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISIK,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_street_signage_satisfaction (belediye),MEMNUNIYET_LEVHA,B18.19 Belediyenin sokak levhaları ve dış kapı numaralandırma hizmetinden memnuniyet durumunuzu söyler misiniz?,b18_19,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_19,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_street_signage_satisfaction (il ozel idare),MEMNUNIYET_IL_LEVHA,"B19.11 İl özel idarenin, sokak levhaları ve dış kapı numaralandırma hizmetlerindenmemnun  musunuz?",b19_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_11,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_LEVHA,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_vocational_courses_satisfaction (belediye),MEMNUNIYET_KURS,B18.14 Belediyenin meslek edindirme/el becerisi geliştirme kurslarından memnuniyet durumunuzu söyler misiniz?,b18_14,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_14,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_vocational_courses_satisfaction (il ozel idare),MEMNUNIYET_IL_KURS,"B19.8 İl özel idarenin, meslek edindirme/el becerisi geliştirme kurslarından memnun musunuz?",b19_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_8,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_KURS,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_waste_collection_satisfaction (belediye only),MEMNUNIYET_COP,B18.1 Belediyenin çöp ve çevresel atık toplama hizmetinden memnuniyet durumunuzu söyler misiniz?,b18_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_1,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_COP,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_COP,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_COP,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_water_supply_satisfaction (belediye),MEMNUNIYET_SU,B18.3 Belediyenin şebeke suyu hizmetlerinden memnuniyet durumunuzu söyler misiniz?,b18_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_3,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_water_supply_satisfaction (il ozel idare),MEMNUNIYET_IL_SU,"B19.2 İl özel idarenin, şebeke suyu hizmetlerinden memnun musunuz?",b19_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_2,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_SU,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_zoning_permit_satisfaction (belediye),MEMNUNIYET_IMAR,B18.10 Belediyenin imar/iskan/ruhsat işlemlerinden memnuniyet durumunuzu söyler misiniz?,b18_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b18_10,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IMAR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IMAR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IMAR,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Good Governance,local_governance,municipal_zoning_permit_satisfaction (il ozel idare),MEMNUNIYET_IL_ISKAN,"B19.4 İl özel idarenin, imar/iskan/ruhsat işlemlerindenmemnun musunuz?",b19_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,b19_4,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISKAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISKAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok,MEMNUNIYET_IL_ISKAN,1 Çok memnun; 2 Memnun; 3 Orta; 4 Memnun değil; 5 Hiç memnun değil; 6 Fikri yok; 7 Hizmeti yok
Community Vitality,crime_victimization,crime_bag_snatching,KAPKAC,"B33.1 2013 yılında kapkaç, yankesicilik vb hırsızlık olayı yaşadınız mı?",b33_1,1 Evet; 2 Hayır,b33_1,1 Evet; 2 Hayır,KAPKAC,1 Evet; 2 Hayır,KAPKAC,1 Evet; 2 Hayır [KAPKAC=2 ise B33.2'ye geçiniz],KAPKAC,1 Evet; 2 Hayır [KAPKAC=2 ise B34.2'ye geçiniz]
Community Vitality,crime_victimization,crime_car_theft,OTO_HIRS,"H21.412013 yılında hanehalkınıza ait otomobil, kamyon, motorsiklet, mopet vb motorlu aracınız çalındı mı?",h21_41,1 Evet; 2 Hayır,h21_4_1,1 Evet; 2 Hayır,OTO_HIRS,1 Evet; 2 Hayır,OTO_HIRS,1 Evet; 2 Hayır [OTO_HIRS=2 ise H21.5'e geçiniz],OTO_HIRS,1 Evet; 2 Hayır [OTO_HIRS=2 ise H21.5'e geçiniz]
Community Vitality,crime_victimization,crime_farmland_theft,TARLA_HIRS,"H21.3 2013 yılında hanehalkınıza ait ev, araç, tarla, bahçe vb mallarınıza diğer kişiler tarafından kasten zarar verildi mi?",h21_3,1 Evet; 2 Hayır,h21_3,1 Evet; 2 Hayır,TARLA_HIRS,1 Evet; 2 Hayır,TARLA_HIRS,1 Evet; 2 Hayır [TARLA_HIRS=2 ise H21.4'e geçiniz],TARLA_HIRS,1 Evet; 2 Hayır [TARLA_HIRS=2 ise H21.4'e geçiniz]
Community Vitality,crime_victimization,crime_fraud,DOLANDIR,B33.7 2013 yılında dolandırıcılık sebebiyle herhangi bir  mağduriyet yaşadınız mı?,b33_7,1 Evet; 2 Hayır,b33_7,1 Evet; 2 Hayır,DOLANDIR,1 Evet; 2 Hayır,DOLANDIR,1 Evet; 2 Hayır [DOLANDIR=2 ise B33.8'e geçiniz],DOLANDIR,1 Evet; 2 Hayır [DOLANDIR=2 ise B34.8'e geçiniz]
Community Vitality,crime_victimization,crime_home_burglary,EV_HIRS,H21.1 2013 yılında evinizde hırsızlık oldu mu?,h21_1,1 Evet; 2 Hayır,h21_1,1 Evet; 2 Hayır,EV_HIRS,1 Evet; 2 Hayır,EV_HIRS,1 Evet; 2 Hayır [EV_HIRS=2 ise H21.2'ye geçiniz],EV_HIRS,1 Evet; 2 Hayır [EV_HIRS=2 ise H21.2'ye geçiniz]
Community Vitality,crime_victimization,crime_household_theft_gateway,HIRSIZLIK,"H21 2013 yılında evinizden-işyerinizden hırsızlık, oto hırsızlığı, otodan hırsızlık ya da ev, tarla, bağ, bahçe vb. kasten zarar verme olaylarından dolayı mağduriyet yaşandı mı?",h21,1 Evet; 2 Hayır,h21,1 Evet; 2 Hayır,HIRSIZLIK,1 Evet; 2 Hayır,HIRSIZLIK,1 Evet; 2 Hayır [HIRSIZLIK=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],HIRSIZLIK,1 Evet; 2 Hayır [HIRSIZLIK=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz]
Community Vitality,crime_victimization,crime_mistreatment_by_family_member,FERT_KOTU,B33.4 2013 yılında aile fertlerinizin  herhangi birinden  kötü muamele gördünüz mü,b33_4,1 Evet; 2 Hayır,b33_4,1 Evet; 2 Hayır,FERT_KOTU,1 Evet; 2 Hayır,FERT_KOTU,1 Evet; 2 Hayır [FERT_KOTU=2 ise B33.5'e geçiniz],FERT_KOTU,1 Evet; 2 Hayır [FERT_KOTU=2 ise B34.5'e geçiniz]
Community Vitality,crime_victimization,crime_motorcycle_theft,MOTOR_HIRS,"H21.5 2013 yılında hanehalkınıza ait motorlu aracınızdan herhangi bir şey ( teyp, çanta vb.) çalındı mı?",h21_5,1 Evet; 2 Hayır,h21_5,1 Evet; 2 Hayır,MOTOR_HIRS,1 Evet; 2 Hayır,MOTOR_HIRS,1 Evet; 2 Hayır [MOTOR_HIRS=2 ise H21.6'ya geçiniz],MOTOR_HIRS,1 Evet; 2 Hayır [MOTOR_HIRS=2 ise H21.6'ya geçiniz]
Community Vitality,crime_victimization,crime_other_household_victimization,SUC,H21.6 Bunların dışında herhangi bir suçtan dolayı hanenizde mağduriyet yaşandı mı?belirtiniz,h21_6,1 Evet; 2 Hayır,h21_6,1 Evet; 2 Hayır,SUC,1 Evet; 2 Hayır,SUC,1 Evet; 2 Hayır [SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz],SUC,1 Evet; 2 Hayır [SUC=2 ise hane soru formu tamamlanmış olup fert soru formuna geçiniz]
Community Vitality,crime_victimization,crime_other_victimization,BASKASUC,B33.8 2013 yılında bunların dışında herhangi bir sebepten dolayı mağduriyet yaşadınız mı?,b33_8,1 Evet; 2 Hayır,b33_8,1 Evet; 2 Hayır,BASKASUC,1 Evet; 2 Hayır,BASKASUC,1 Evet; 2 Hayır [BASKASUC=2 ise B34.1'e geçiniz],BASKASUC,1 Evet; 2 Hayır [BASKASUC=2 ise B35.1'e geçiniz]
Community Vitality,crime_victimization,crime_physical_assault,DARP,"B33.3 2013 yılında yaralanma, darp olayı yaşadınız mı?",b33_3,1 Evet; 2 Hayır,b33_3,1 Evet; 2 Hayır,DARP,1 Evet; 2 Hayır,DARP,1 Evet; 2 Hayır [DARP=2 ise B33.4'e geçiniz],DARP,1 Evet; 2 Hayır [DARP=2 ise B34.4'e geçiniz]
Community Vitality,crime_victimization,crime_robbery,GASP,B33.2 2013 yılında gasp olayı yaşadınız mı?,b33_2,1 Evet; 2 Hayır,b33_2,1 Evet; 2 Hayır,GASP,1 Evet; 2 Hayır,GASP,1 Evet; 2 Hayır [GASP=2 ise B33.3'e geçiniz],GASP,1 Evet; 2 Hayır [GASP=2 ise B34.3'e geçiniz]
Community Vitality,crime_victimization,crime_sexual_offense,MAGDURIYET,B33.6 2013 yılında cinsel suçlardan dolayı mağduriyet yaşadınız mı?,b33_6,1 Evet; 2 Hayır,b33_6,1 Evet; 2 Hayır,MAGDURIYET,1 Evet; 2 Hayır,MAGDURIYET,1 Evet; 2 Hayır [MAGDURIYET=2 ise B33.7'ye geçiniz],MAGDURIYET,1 Evet; 2 Hayır [MAGDURIYET=2 ise B34.7'ye geçiniz]
Community Vitality,crime_victimization,crime_threat,TEHDIT,"B33.5 2013 yılında herhangi bir nedenden dolayı şantaj, tehdit olayı yaşadınız mı?",b33_5,1 Evet; 2 Hayır,b33_5,1 Evet; 2 Hayır,TEHDIT,1 Evet; 2 Hayır,TEHDIT,1 Evet; 2 Hayır [TEHDIT=2 ise B33.6'ya geçiniz],TEHDIT,1 Evet; 2 Hayır [TEHDIT=2 ise B34.6'ya geçiniz]
Community Vitality,crime_victimization,crime_workplace_burglary,IS_HIRS,H21.21 2013 yılında hanehalkınıza ait işyerinde hırsızlık yaşandı mı?,h21_21,1 Evet; 2 Hayır,h21_2_1,1 Evet; 2 Hayır,IS_HIRS,1 Evet; 2 Hayır,IS_HIRS,1 Evet; 2 Hayır,IS_HIRS,1 Evet; 2 Hayır
Community Vitality,police_conduct,police_behaviour_satisfaction,MEMNUNIYET_POLIS,B32.2 Polis veya jandarmanın vatandaşa davranışından memnun musunuz?,b32_2,1 Evet; 2 Hayır,b32_2,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_POLIS,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_POLIS,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_POLIS,1 Evet; 2 Hayır; 3 Fikri yok
Community Vitality,police_conduct,police_response_timeliness,POL_JAN__MUDAHALE,B32.1 Polis veya Jandarma olaylara zamanında müdahale ediyor mu?,b32_1,1 Evet; 2 Hayır,b32_1,1 Evet; 2 Hayır; 3 Fikri yok,POL_JAN__MUDAHALE,1 Evet; 2 Hayır; 3 Fikri yok,POL_JAN__MUDAHALE,1 Evet; 2 Hayır; 3 Fikri yok,POL_JAN__MUDAHALE,1 Evet; 2 Hayır; 3 Fikri yok
Community Vitality,police_conduct,police_traffic_service_satisfaction,MEMNUNIYET_TRAFIK,B32.3 Polis veya jandarmanın verdiği trafik hizmetinden memnun musunuz?,b32_3,1 Evet; 2 Hayır,b32_3,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_TRAFIK,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_TRAFIK,1 Evet; 2 Hayır; 3 Fikri yok,MEMNUNIYET_TRAFIK,1 Evet; 2 Hayır; 3 Fikri yok
